asb_name,princeton_label,Re_princeton,uiuc_volume,uiuc_file,Re_uiuc,alpha,CL_princeton,CD_princeton,CL_uiuc,CD_uiuc,NF_CL_measured_geom,NF_CD_measured_geom,NF_CL_design_geom,NF_CD_design_geom,dCL_tunnels,errCD_tunnels,dCL_NF_vs_uiuc,dCL_NF_vs_princeton,errCD_NF_vs_uiuc,errCD_NF_vs_princeton,Re_bin
clarky,CLARK-Y,61300,vol3,CLARKYB.DRG,60700,8.33,1.079,0.0305,0.981083870967742,0.038973548387096775,1.178368860244459,0.03428634023744777,1.2001966374348798,0.03322769945956701,-0.09791612903225799,0.2778212585933369,0.21911276646713784,0.09936886024445912,-0.14742945318861655,0.12414230286713997,60k
clarky,CLARK-Y,61300,vol3,CLARKYB.DRG,60700,9.34,1.152,0.0326,1.0598157894736842,0.03738157894736842,1.2520355895520316,0.0349277517689354,1.277770813631444,0.03679718839835102,-0.09218421052631576,0.14667420083952215,0.2179550241577599,0.10003558955203173,-0.015633115707610792,0.07140342849495106,60k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,-2.92,0.002,0.0208,-0.10727272727272728,0.024636363636363633,-0.13200585446926114,0.023839285039935723,-0.10046316301813075,0.02465335028353539,-0.10927272727272729,0.18444055944055934,0.0068095642545965285,-0.13400585446926114,0.000689494903650663,0.14611947307383288,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,-1.87,0.137,0.0198,0.0168181818181818,0.02279090909090909,0.0250150089844474,0.0201811174359106,0.056548309067150776,0.021124462108065328,-0.12018181818181821,0.15105601469237823,0.039730127248968974,-0.1119849910155526,-0.07311893422928359,0.01924835534902018,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,-0.85,0.287,0.0189,0.13576923076923075,0.02235874125874126,0.24682277043745182,0.0184460725173059,0.22206860880224205,0.019189362731187962,-0.15123076923076922,0.18300218300218302,0.0862993780330113,-0.040177229562548156,-0.14175120552970363,-0.024017327126671945,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,0.17,0.399,0.0192,0.2547300613496932,0.0230079754601227,0.3969685634869443,0.017780170444398495,0.3887736052671605,0.01851134445058225,-0.1442699386503068,0.19833205521472408,0.13404354391746726,-0.0020314365130557066,-0.19543792618059708,-0.07394945602091163,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,1.2,0.501,0.0179,0.38174233128834356,0.02370306748466258,0.5111285631274274,0.01733979704718941,0.5078598197939397,0.018252350138186182,-0.11925766871165644,0.32419371422695975,0.12611748850559612,0.010128563127427381,-0.229958310248383,-0.03129625434696034,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,2.21,0.595,0.0184,0.4989607843137255,0.023441176470588236,0.6251661738889517,0.017105383480328917,0.6235888774220124,0.018011190906531232,-0.09603921568627449,0.2739769820971868,0.12462809310828693,0.03016617388895171,-0.2316430479020554,-0.07035959346038491,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,3.25,0.691,0.0179,0.6133809523809524,0.02239659863945578,0.739928199059797,0.017097967047105186,0.7410499432556961,0.017798509132682917,-0.07761904761904759,0.2512066279025576,0.1276689908747437,0.04892819905979706,-0.20530302751742274,-0.04480631021758731,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,4.25,0.782,0.0186,0.7181428571428572,0.021104081632653062,0.8445116596130445,0.017525432961937877,0.8438969153309143,0.017887795056673123,-0.06385714285714283,0.13462804476629375,0.12575405818805707,0.0625116596130445,-0.15240116257907071,-0.05777242140118933,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,5.28,0.876,0.019,0.8197179487179488,0.020066666666666667,0.9451833712552773,0.018554832915780924,0.9442434521193902,0.01860639188645728,-0.056282051282051215,0.05614035087719301,0.12452550340144142,0.06918337125527729,-0.0727711684489728,-0.0234298465378461,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,6.29,0.963,0.0209,0.9144605263157894,0.019382894736842106,1.0390299651633301,0.019981989250963006,1.0389672918203858,0.019759705767195917,-0.04853947368421052,-0.07258876857214798,0.12450676550459638,0.07602996516333016,0.01944038986279929,-0.04392395928406663,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,7.32,1.043,0.0214,0.9998421052631579,0.020331578947368423,1.1324172816065943,0.021461431949192034,1.1320595706075822,0.02170968870978197,-0.04315789473684206,-0.049926217412690474,0.13221746534442436,0.08941728160659435,0.06778173824969559,0.00287065183140349,100k
clarky,CLARK-Y,102600,vol3,CLARKYB.DRG,100000,8.34,1.126,0.0225,1.0799936305732483,0.022595541401273886,1.216681988139991,0.02270325925858404,1.2193893706446057,0.023946422643753407,-0.046006369426751625,0.004246284501061632,0.13939574007135747,0.09068198813999118,0.059785300935668716,0.009033744825957351,100k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,-3.96,-0.011,0.0143,-0.09200000000000001,0.019046511627906975,-0.05896698043591398,0.016485429768429132,-0.05144442361198367,0.017733443883725046,-0.08100000000000002,0.3319238900634248,0.040555576388016344,-0.04796698043591398,-0.06894006471284854,0.15282725653350573,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,-2.9,0.086,0.0128,0.0398962962962963,0.015564444444444443,0.06381568457044394,0.014016109083007575,0.0755278853634808,0.014593147260182538,-0.046103703703703695,0.21597222222222207,0.035631589067184506,-0.022184315429556054,-0.06240487334635316,0.09500852210996677,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,-1.91,0.176,0.012,0.13376296296296297,0.013804444444444444,0.17476893706881408,0.012101097395163114,0.1838363282970889,0.012589150794184857,-0.04223703703703702,0.1503703703703703,0.05007336533412593,-0.0012310629311859111,-0.08803640415595848,0.008424782930259474,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,-0.85,0.272,0.0097,0.24015568862275452,0.012035928143712574,0.3115455451749107,0.010592510576379856,0.3214323420129798,0.011311531852455424,-0.0318443113772455,0.24081733440335815,0.0812766533902253,0.03954554517491066,-0.06018615952236029,0.0920113996267893,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,0.17,0.399,0.0098,0.34602439024390247,0.010525609756097561,0.47035263357078805,0.010600046588128319,0.4604903070651734,0.01053240635295415,-0.05297560975609755,0.07404181184668997,0.11446591682127094,0.07135263357078803,0.0006457200118644933,0.08163740695186929,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,1.19,0.496,0.0098,0.46295121951219514,0.010898780487804878,0.5614083073903202,0.010417344828164254,0.5564698551271988,0.010510923310976202,-0.03304878048780485,0.11212045793927333,0.09351863561500368,0.06540830739032022,-0.035587208794843346,0.06299437022084232,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,2.22,0.596,0.0104,0.5708467153284672,0.01124014598540146,0.6549446188886252,0.010564154114853853,0.6552902673426668,0.010686787594002599,-0.025153284671532772,0.08078326782706352,0.08444355201419962,0.05894461888862523,-0.04923053420458733,0.015784049505178227,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,3.24,0.691,0.0114,0.6662909090909092,0.01157878787878788,0.7517852842641515,0.011122759230602302,0.7550149447920202,0.011143009766656038,-0.024709090909090792,0.015683147262094646,0.08872403570111109,0.06078528426415153,-0.03763590081222395,-0.024319365736640185,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,4.27,0.788,0.0124,0.7636727272727273,0.012203030303030304,0.8493748670283195,0.012103212911302313,0.8536977198321465,0.012003945781426394,-0.024327272727272753,-0.015884652981427053,0.0900249925594192,0.06137486702831951,-0.016314351161979195,-0.02393444263691017,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,5.28,0.874,0.0134,0.8570810810810812,0.013272972972972974,0.9437978401519503,0.013252914825609466,0.948020348883244,0.013077978509752135,-0.016918918918918835,-0.009479628882613916,0.09093926780216288,0.06979784015195034,-0.01469109171079421,-0.010976505551532456,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,6.3,0.96,0.0151,0.949025974025974,0.014789610389610389,1.0373921238306876,0.014381082205619624,1.040700649010204,0.014401463516031193,-0.01097402597402597,-0.020555603337060368,0.09167467498422999,0.07739212383068761,-0.02624456380891998,-0.04761044995896536,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,7.31,1.041,0.0162,1.03362987012987,0.016298051948051947,1.1262540493603317,0.01548982626860996,1.1285046017847085,0.01603071737562707,-0.00737012987012986,0.006052589385922701,0.0948747316548384,0.08525404936033176,-0.016402854358114224,-0.04383788465370608,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,8.34,1.109,0.0187,1.1186842105263157,0.017810526315789475,1.2083772736974128,0.016741440887064064,1.211986141150443,0.01792365914328198,0.00968421052631574,-0.04756543765831694,0.09330193062412717,0.09937727369741278,0.006352020456139576,-0.10473578144042443,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,9.34,1.147,0.0216,1.1995135135135135,0.019289189189189187,1.2629217340895742,0.01862406331474639,1.2871257692675644,0.01997137636386262,0.05251351351351352,-0.10698198198198214,0.08761225575405085,0.11592173408957418,0.03536629601081269,-0.1377748465395191,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,10.34,1.163,0.0271,1.2623513513513513,0.021518918918918918,1.2775359452187702,0.023023268013539575,1.3389475773423636,0.022531129877470663,0.09935135135135131,-0.20594395133140522,0.07659622599101223,0.1145359452187702,0.04703818822709689,-0.15043291462953595,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,11.35,1.168,0.0349,1.2968980891719746,0.02700191082802548,1.2818146464571065,0.029802103010636273,1.3629105148901426,0.02726577414284763,0.12889808917197465,-0.22630627999926997,0.06601242571816801,0.1138146464571066,0.00977202378389773,-0.1460715469731727,200k
clarky,CLARK-Y,203800,vol3,CLARKYB.DRG,200000,12.34,1.17,0.0427,1.3088789808917196,0.034821019108280254,1.2882487713233286,0.0376614205295429,1.3649275825654388,0.033532913076524,0.13887898089171968,-0.1845194588224765,0.05604860167371917,0.11824877132332867,-0.03699219795235544,-0.1179995192144521,200k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,-3.91,-0.007,0.012,-0.05254088050314467,0.01429182389937107,-0.030914711994035175,0.012942635521020738,-0.02209295913165441,0.013427265659139223,-0.04554088050314467,0.19098532494758907,0.03044792137149026,-0.023914711994035175,-0.060493205508213146,0.07855296008506148,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,-2.9,0.088,0.011,0.0386339869281046,0.012299346405228758,0.07262572572389017,0.011419166283057829,0.08320105983108103,0.01165697068938833,-0.04936601307189539,0.11812240047534167,0.04456707290297643,-0.015374274276109823,-0.05222844325836189,0.038106025732529934,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,-1.87,0.188,0.0103,0.1362483660130719,0.010818300653594771,0.18293578935607283,0.010024470898426398,0.19267226306708735,0.010247208262980041,-0.051751633986928114,0.050320451805317606,0.05642389705401546,-0.005064210643927175,-0.05278947303289858,-0.02675039821102932,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,-0.86,0.283,0.0092,0.23977215189873416,0.009686075949367089,0.28011885356845795,0.00855247772790247,0.31207769187584183,0.00919016982348984,-0.043227848101265814,0.05283434232250969,0.07230553997710767,-0.0028811464315420254,-0.05119783578711794,-0.07038285566277495,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,0.16,0.407,0.0084,0.3504585987261146,0.008802547770700638,0.4529710860057985,0.008582392922047008,0.4413426598276799,0.00838442515892926,-0.05654140127388535,0.0479223536548379,0.09088406110156527,0.04597108600579852,-0.04750018093205961,0.021713443100834305,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,1.2,0.51,0.0087,0.4783057324840765,0.008935031847133759,0.5696833736749931,0.008578381761847517,0.5551888496342972,0.008488867925859574,-0.031694267515923524,0.02701515484296082,0.07688311715022067,0.0596833736749931,-0.04993422842889009,-0.013979107833618682,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,2.23,0.605,0.0095,0.5916751592356688,0.009231847133757961,0.6639127762238554,0.008781540834720363,0.6606987494530957,0.008779055430771832,-0.013324840764331158,-0.028226617499161985,0.06902359021742688,0.05891277622385538,-0.0490467071676709,-0.07562728055575123,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,3.24,0.699,0.0101,0.6901019108280254,0.009682165605095543,0.755787184658436,0.009425693099928583,0.7571954698678101,0.009243209435790383,-0.008898089171974544,-0.041369742069748215,0.06709355903978464,0.05678718465843602,-0.045336569028952035,-0.06676305941301151,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,4.26,0.791,0.0112,0.7831976047904191,0.010345508982035928,0.8489940705025595,0.010397798121879463,0.8524110776904625,0.010198006534952486,-0.007802395209580926,-0.07629384088964927,0.06921347290004343,0.05799407050255945,-0.014257630759353386,-0.07162516768933366,300k
clarky,CLARK-Y,301200,vol3,CLARKYB.DRG,299800,5.29,0.882,0.012,0.8759097744360902,0.011234586466165413,0.9427679763434748,0.011446308844100004,0.9475747975282749,0.011282660530364103,-0.006090225563909812,-0.06378446115288226,0.0716650230921847,0.06076797634347475,0.004279112928942438,-0.046140929658333024,300k
e374,E374A,58900,vol1,E374B.DRG,61200,-6.0,-0.41,0.0303,-0.4066788990825688,0.032303669724770646,-0.4856777878148222,0.05419947201198888,-0.5050610750802997,0.05452062113931999,0.0033211009174311523,0.06612771368880019,-0.09838217599773091,-0.0756777878148222,0.6877531749129188,0.7887614525408871,60k
e374,E374A,58900,vol1,E374B.DRG,61200,-4.97,-0.355,0.0257,-0.35341747572815535,0.02681747572815534,-0.4414125423267721,0.03586909572639302,-0.4971433377195896,0.03810889309261137,0.001582524271844632,0.04348154584262015,-0.14372586199143422,-0.08641254232677209,0.42104698737925245,0.3956846586145143,60k
e374,E374A,58900,vol1,E374B.DRG,61200,-3.94,-0.268,0.0194,-0.28628000000000003,0.020486,-0.3653430171012512,0.028145701132659257,-0.43908034127918394,0.029721053958891765,-0.01828000000000002,0.055979381443298976,-0.1528003412791839,-0.0973430171012512,0.450798299272272,0.4508093367350132,60k
e374,E374A,58900,vol1,E374B.DRG,61200,-2.95,-0.175,0.018,-0.20500000000000002,0.0166,-0.29692569147999437,0.022615220840223806,-0.3135679575878296,0.02455215448519763,-0.030000000000000027,-0.0777777777777777,-0.10856795758782961,-0.12192569147999438,0.47904545091552,0.2564011577902115,60k
e374,E374A,58900,vol1,E374B.DRG,61200,-1.92,-0.041,0.0197,-0.1058108108108108,0.01733783783783784,-0.11479018705542143,0.021462621332697062,-0.11583182428085922,0.022768574737127158,-0.0648108108108108,-0.11990670873919593,-0.010021013470048426,-0.07379018705542142,0.3132303433728835,0.08947316409629763,60k
e374,E374A,58900,vol1,E374B.DRG,61200,-0.89,0.098,0.0243,0.021166666666666657,0.01958137254901961,-0.014721056489614871,0.022092807906778245,0.00478335006910738,0.02313133837934157,-0.07683333333333335,-0.19418219962882255,-0.016383316597559275,-0.11272105648961488,0.18129300290033534,-0.09083095033834376,60k
e374,E374A,58900,vol1,E374B.DRG,61200,0.13,0.198,0.0269,0.14676851851851852,0.022662037037037036,0.11710725604322551,0.023897437397336668,0.1272586922039969,0.024452228184727084,-0.05123148148148149,-0.1575450915599615,-0.01950982631452161,-0.0808927439567745,0.0789951558531257,-0.11161942760830233,60k
e374,E374A,58900,vol1,E374B.DRG,61200,1.16,0.31,0.0308,0.28225,0.025895833333333333,0.26354372184784713,0.026446392543170646,0.25591509588202965,0.026644467942166634,-0.027749999999999997,-0.15922619047619052,-0.026334904117970348,-0.04645627815215286,0.02890946196620954,-0.1413508914554985,60k
e374,E374A,58900,vol1,E374B.DRG,61200,2.17,0.412,0.0309,0.3789910714285714,0.02863482142857143,0.3883185837910107,0.02977288216700111,0.3653375302999596,0.029728612544666883,-0.033008928571428564,-0.07330674988441976,-0.013653541128611835,-0.02368141620898928,0.038197937389757325,-0.03647630527504495,60k
e374,E374A,58900,vol1,E374B.DRG,61200,3.2,0.546,0.0317,0.4477659574468085,0.03209148936170213,0.49738017420361025,0.03394755762027894,0.46549532271874844,0.03349362572982233,-0.09823404255319151,0.012349822135713829,0.017729365271939912,-0.04861982579638979,0.04369184466064401,0.07090087130217487,60k
e374,E374A,58900,vol1,E374B.DRG,61200,4.24,0.649,0.0377,0.5656019417475728,0.03351359223300971,0.5999895337024604,0.03818974335575597,0.5672515565015694,0.036705955843007544,-0.08339805825242719,-0.11104529885915881,0.0016496147539966088,-0.04901046629753958,0.09525578719828988,0.012990539940476768,60k
e374,E374A,58900,vol1,E374B.DRG,61200,5.25,0.751,0.0386,0.7026448598130841,0.03290373831775701,0.7134264926501137,0.03947515349932411,0.6885609948379026,0.03645794789423675,-0.04835514018691589,-0.14757154617209825,-0.014083864975181548,-0.03757350734988629,0.10801841244165432,0.022672370448811045,60k
e374,E374A,58900,vol1,E374B.DRG,61200,6.28,0.843,0.0315,0.8147373737373739,0.03116565656565656,0.8646682285207514,0.03423697673744792,0.8330809627042491,0.031457915310179316,-0.0282626262626261,-0.010614077280744143,0.01834358896687527,0.021668228520751454,0.009377589844996712,0.08688815039517198,60k
e374,E374A,58900,vol1,E374B.DRG,61200,7.29,0.929,0.0303,0.907080808080808,0.027388888888888886,0.9658311704097654,0.028083947896488184,0.9254214038929522,0.02738356175182926,-0.021919191919192005,-0.09607627429409618,0.0183405958121442,0.03683117040976536,-0.00019449993321153173,-0.07313703311920187,60k
e374,E374A,58900,vol1,E374B.DRG,61200,8.31,0.979,0.0302,0.96699,0.027344,1.0037532284456392,0.030789368382660866,0.9666498093795867,0.030542322003275307,-0.012009999999999965,-0.09456953642384108,-0.0003401906204133498,0.024753228445639208,0.11696613528654576,0.01951550935963128,60k
e374,E374A,58900,vol1,E374B.DRG,61200,9.3,0.994,0.0437,0.9982871287128713,0.031198019801980205,1.0529490360274019,0.041511691629373716,1.0231756887293935,0.03953179135279617,0.004287128712871291,-0.2860865033871807,0.024888560016522177,0.05894903602740187,0.2671250163860401,-0.050075706421654154,60k
e374,E374A,58900,vol2,E374B.DRG,60100,-6.0,-0.41,0.0303,-0.33665,0.031505,-0.4856777878148222,0.05419947201198888,-0.5043125516234401,0.05464908788558878,0.07334999999999997,0.03976897689768969,-0.16766255162344013,-0.0756777878148222,0.7346163429801233,0.7887614525408871,60k
e374,E374A,58900,vol2,E374B.DRG,60100,-4.97,-0.355,0.0257,-0.2891165048543689,0.025611650485436892,-0.4414125423267721,0.03586909572639302,-0.4955951763112626,0.038605595343056735,0.06588349514563108,-0.0034377243020664926,-0.2064786714568937,-0.08641254232677209,0.5073450797326929,0.3956846586145143,60k
e374,E374A,58900,vol2,E374B.DRG,60100,-3.94,-0.268,0.0194,-0.23512871287128712,0.02085049504950495,-0.3653430171012512,0.028145701132659257,-0.43833192436894786,0.03000183011405219,0.0328712871287129,0.0747677860569561,-0.20320321149766074,-0.0973430171012512,0.438902531705813,0.4508093367350132,60k
e374,E374A,58900,vol2,E374B.DRG,60100,-2.95,-0.175,0.018,-0.15773076923076926,0.018442307692307692,-0.29692569147999437,0.022615220840223806,-0.3050972527546174,0.024939735403893284,0.01726923076923073,0.024572649572649628,-0.14736648352384815,-0.12192569147999438,0.35231099166053265,0.2564011577902115,60k
e374,E374A,58900,vol2,E374B.DRG,60100,-1.92,-0.041,0.0197,-0.05341747572815533,0.02025339805825243,-0.11479018705542143,0.021462621332697062,-0.12623918419651747,0.02289725091186754,-0.012417475728155325,0.028091271992509177,-0.07282170846836214,-0.07379018705542142,0.1305387296497562,0.08947316409629763,60k
e374,E374A,58900,vol2,E374B.DRG,60100,-0.89,0.098,0.0243,0.06815841584158416,0.02401980198019802,-0.014721056489614871,0.022092807906778245,-0.008542347503421333,0.023365753462793015,-0.02984158415841584,-0.011530782707900344,-0.0767007633450055,-0.11272105648961488,-0.027229554929062455,-0.09083095033834376,60k
e374,E374A,58900,vol2,E374B.DRG,60100,0.13,0.198,0.0269,0.19772549019607844,0.02743921568627451,0.11710725604322551,0.023897437397336668,0.11246560283964468,0.024724840370819384,-0.0002745098039215743,0.02004519279830887,-0.08525988735643375,-0.0808927439567745,-0.09892321072474732,-0.11161942760830233,60k
e374,E374A,58900,vol2,E374B.DRG,60100,1.16,0.31,0.0308,0.2913173076923077,0.030378846153846152,0.26354372184784713,0.026446392543170646,0.24159606176373016,0.026982185943138667,-0.018682692307692317,-0.013673826173826262,-0.04972124592857752,-0.04645627815215286,-0.11181004681698377,-0.1413508914554985,60k
e374,E374A,58900,vol2,E374B.DRG,60100,2.17,0.412,0.0309,0.3623,0.03371,0.3883185837910107,0.02977288216700111,0.35374411185073235,0.03007875003618521,-0.049699999999999966,0.09093851132686073,-0.008555888149267665,-0.02368141620898928,-0.10772025997670687,-0.03647630527504495,60k
e374,E374A,58900,vol2,E374B.DRG,60100,3.2,0.546,0.0317,0.44183593750000005,0.03855234375,0.49738017420361025,0.03394755762027894,0.45468314216452477,0.03393230023743634,-0.10416406249999999,0.21616226340694017,0.012847204664524714,-0.04861982579638979,-0.11983820082439636,0.07090087130217487,60k
e374,E374A,58900,vol2,E374B.DRG,60100,4.24,0.649,0.0377,0.5615185185185185,0.040718518518518515,0.5999895337024604,0.03818974335575597,0.5545181206200627,0.03762272956889285,-0.0874814814814815,0.08006680420473522,-0.007000397898455857,-0.04901046629753958,-0.07602901731844003,0.012990539940476768,60k
e374,E374A,58900,vol2,E374B.DRG,60100,5.25,0.751,0.0386,0.7279805825242719,0.0371252427184466,0.7134264926501137,0.03947515349932411,0.6771376794569028,0.037394921116516815,-0.02301941747572811,-0.038206147190502734,-0.05084290306736905,-0.03757350734988629,0.0072640171032800184,0.022672370448811045,60k
e374,E374A,58900,vol2,E374B.DRG,60100,6.28,0.843,0.0315,0.8357941176470589,0.03336960784313725,0.8646682285207514,0.03423697673744792,0.8220036627315099,0.032456384368607434,-0.007205882352941062,0.05935262994086507,-0.013790454915548978,0.021668228520751454,-0.027366922584846267,0.08688815039517198,60k
e374,E374A,58900,vol2,E374B.DRG,60100,7.29,0.929,0.0303,0.9268446601941748,0.027986407766990292,0.9658311704097654,0.028083947896488184,0.9217191800404921,0.028117440247016182,-0.0021553398058252737,-0.07635617930725111,-0.005125480153682638,0.03683117040976536,0.004682004247091756,-0.07313703311920187,60k
e374,E374A,58900,vol2,E374B.DRG,60100,8.31,0.979,0.0302,0.9833673469387755,0.028758163265306128,1.0037532284456392,0.030789368382660866,0.9668649015509838,0.030835063590311785,0.004367346938775496,-0.047742938234896476,-0.016502445387791664,0.024753228445639208,0.07221950532255415,0.01951550935963128,60k
e374,E374A,58900,vol2,E374B.DRG,60100,9.3,0.994,0.0437,1.0049008264462809,0.03900165289256199,1.0529490360274019,0.041511691629373716,1.0237111241044867,0.03994403565809363,0.010900826446280876,-0.10751366378576693,0.018810297658205855,0.05894903602740187,0.024162636597162414,-0.050075706421654154,60k
e374,E374A,58900,vol3,E374B.DRG,60200,-4.97,-0.355,0.0257,-0.3602222222222222,0.019913888888888887,-0.4414125423267721,0.03586909572639302,-0.49516870728050755,0.038699285249397634,-0.005222222222222239,-0.2251405101599655,-0.13494648505828533,-0.08641254232677209,0.9433313837052796,0.3956846586145143,60k
e374,E374A,58900,vol3,E374B.DRG,60200,-3.94,-0.268,0.0194,-0.30589915966386555,0.018574789915966387,-0.3653430171012512,0.028145701132659257,-0.43796687889832625,0.029910738859566688,-0.037899159663865534,-0.04253660226977388,-0.1320677192344607,-0.0973430171012512,0.6102867916614348,0.4508093367350132,60k
e374,E374A,58900,vol3,E374B.DRG,60200,-2.95,-0.175,0.018,-0.23282352941176473,0.02183529411764706,-0.29692569147999437,0.022615220840223806,-0.3262743228621165,0.024514004679715692,-0.057823529411764746,0.2130718954248368,-0.09345079345035176,-0.12192569147999438,0.12267801604301386,0.2564011577902115,60k
